Campaign,Time,Operating mode,State,Cooler current [A],Header pressure [bar],Feed speed [rpm],Outlet valve position [%],Line 2 density [kg/m3],Mixer density [kg/m3],Mixer analyser [mg/l],Cooler speed [rpm],Tank density [kg/m3],Pump current [A],Total speed [rpm],Tank counter [pcs],Mixer speed [rpm],Mixer valve position [%],Reactor temperature [°C]
10,1782598492,run,noise_burst,7605.66,1.68317,-3.29684,61.7,129.004,43.8023,4.78681,0.250043,13.1621,-0.133054,68.2818,110,14.4821,25.3,81.4543
10,1782598510,run,noise_burst,7674.75,1.64703,-210.397,61.7,124.397,43.5038,4.78681,-0.00589117,12.8782,-0.135905,90.0153,107.5,15.8547,25.3,102.9
10,1782598537,run,noise_burst,7773.59,1.65617,-38.0165,61.7,115.48,43.6636,4.78681,0.0830854,13.1071,-0.133004,82.9827,110,16.1458,25.3,96.0749
10,1782598554,run,noise_burst,7817.95,1.68442,208.784,61.7,120.796,43.0025,4.91474,0.249836,13.0478,-0.131731,71.4566,107.5,15.853,25.3,84.512
10,1782598575,run,noise_burst,7976.22,1.6771,238.257,61.7,114.823,42.8189,4.91474,0.0389078,12.9704,-0.104286,85.7252,105,15.4125,25.3,98.7108
10,1782598593,run,noise_burst,8000.06,1.68291,175.277,61.7,113.241,41.1033,4.91474,0.327373,13.038,-0.158983,62.3603,110,15.005,25.3,75.3961
10,1782598610,run,noise_burst,7982.12,1.6691,35.3869,61.7,114.759,41.9288,4.91474,0.0646349,12.8101,-0.104786,84.6601,107.5,14.5533,25.3,97.463
10,1782598632,run,noise_burst,7872.4,1.68068,-177.381,61.7,102.7,42.8205,4.91474,0.0692708,12.6884,-0.103937,84.4573,110,13.9858,25.3,97.1822
10,1782598652,run,noise_burst,7766.18,1.705,-18.7271,61.7,102.135,44.9104,4.91474,-0.0581712,12.7345,-0.0828447,93.6946,112.5,14.634,25.3,106.408
10,1782598674,run,noise_burst,7627.45,1.72367,-172.34,61.7,110.885,44.6441,4.91474,0.0484653,12.669,-0.0627295,85.8606,107.5,14.9931,25.3,98.5299
10,1782598690,run,noise_burst,7649.41,1.71231,-59.3643,61.7,106.286,43.7278,4.91474,0.243527,12.7577,-0.047242,71.2679,107.5,15.0964,25.3,84.0317
10,1782598709,run,noise_burst,7764.04,1.71297,-17.5248,61.7,114.572,45.2087,4.91474,0.185013,12.8731,-0.0570433,76.008,107.5,15.544,25.3,88.8839
10,1782598728,run,noise_burst,7743.29,1.68155,-3.08285,61.7,111.144,44.9612,4.91474,0.0586587,12.9941,-0.0942511,83.8633,107.5,15.2853,25.3,96.8666
10,1782598743,run,noise_burst,7844.99,1.68726,-138.687,61.7,106.597,44.3875,4.91474,-0.0357019,12.6388,-0.160544,92.1525,107.5,14.913,25.3,104.8
10,1782598763,run,noise_burst,7894.11,1.69455,187.992,61.7,115.577,44.389,5.21382,-0.156799,12.5502,-0.153722,103.585,107.5,15.0993,25.3,116.14
10,1782598780,run,noise_burst,8016.64,1.68243,-139.624,61.7,128.032,45.4962,5.21382,0.0187839,12.3252,-0.143179,90.7141,107.5,14.695,25.3,103.044
10,1782598799,run,noise_burst,7752.33,1.69751,23.0278,61.7,121.156,44.7313,5.21382,-0.122584,12.6703,-0.189784,99.8865,105,14.2421,25.3,112.555
10,1782598815,run,noise_burst,7801.41,1.71375,38.5055,61.7,129.265,44.2022,5.21382,0.0336403,12.6286,-0.189999,87.4624,107.5,14.2207,25.3,100.093
10,1782598842,run,noise_burst,7875,1.69628,256.564,61.7,115.758,43.7388,5.21382,0.0195137,12.9427,-0.185318,86.5989,105,14.8015,25.3,99.52
10,1782598866,run,noise_burst,8055.53,1.6784,466.899,61.7,118.345,43.8054,5.21382,0.0396977,13.0601,-0.180362,87.6739,107.5,14.5742,25.3,100.745
10,1782598886,run,noise_burst,8032.56,1.70566,407.708,61.7,107.294,44.8668,5.21382,-0.0899022,13.1147,-0.199048,95.0435,110,13.5695,25.3,108.15
10,1782598910,run,noise_burst,8084.1,1.69595,627.009,61.7,113.553,46.5682,5.21382,0.117244,13.4037,-0.202356,80.3562,107.5,13.4125,25.3,93.7748
10,1782598930,run,noise_burst,8189.34,1.63847,449.981,61.7,115.148,45.6282,5.21382,-0.15421,13.691,-0.18539,100.869,105,13.5735,25.3,114.591
10,1782598950,run,noise_burst,8080.59,1.63193,169.912,61.7,128.315,46.0427,5.21382,-0.0100954,13.6793,-0.157122,90.7707,105,13.5573,25.3,104.444
10,1782598972,run,noise_burst,7960.69,1.59992,222.182,61.7,138.614,46.2475,5.21382,0.0343476,13.0897,-0.133621,89.9962,105,13.3678,25.3,103.113
10,1782598990,run,noise_burst,8124.59,1.61402,160.394,61.7,141.824,44.6732,5.09545,0.178008,13.73,-0.212939,75.3717,105,14.0649,25.3,89.0874
10,1782599012,run,noise_burst,8205.14,1.63853,160.431,61.7,143.956,43.7994,5.09545,0.235806,13.0377,-0.248507,69.4519,107.5,14.5065,25.3,82.4684
10,1782599032,run,noise_burst,8154.67,1.58701,228.011,61.7,153.6,45.1049,5.09545,0.138218,12.9957,-0.252832,77.4301,102.5,14.1478,25.3,90.4247
10,1782599056,run,noise_burst,8269.44,1.64915,328.689,61.7,145.246,46.4326,5.09545,0.380339,12.5167,-0.239334,59.6496,105,13.889,25.3,72.1526
10,1782599075,run,noise_burst,8107.21,1.67748,390.84,61.7,124.692,46.2388,5.09545,0.220267,12.8054,-0.231218,71.994,105,13.3632,25.3,84.8212
10,1782599091,run,noise_burst,8090.43,1.71554,247.953,51.7,142.778,45.2443,5.09545,0.020509,12.6995,-0.205267,91.4438,105,13.577,25.3,104.152
10,1782599109,run,noise_burst,8007.61,1.6589,330.693,51.7,142.155,44.4457,5.09545,0.0929969,12.3975,-0.175789,83.114,105,13.4939,25.3,95.519
10,1782599130,run,noise_burst,7908.79,1.70121,92.6672,51.7,128.979,44.8413,5.09545,0.0799679,12.5266,-0.192484,82.5057,105,13.2594,25.3,95.0444
10,1782599149,run,noise_burst,7848.09,1.69253,-235.59,51.7,115.596,44.3628,5.09545,0.030349,12.7137,-0.237766,87.2403,105,13.5498,25.3,99.9229
10,1782599168,run,noise_burst,7998.27,1.66032,17.9951,51.7,114.771,44.3312,5.09545,0.0623061,13.0065,-0.215943,84.1563,105,14.1148,25.3,97.1525
10,1782599193,run,noise_burst,8145.96,1.64964,236.584,51.7,112.209,43.9419,5.09545,0.130304,13.2768,-0.193802,80.6885,105,14.7643,25.3,93.9555
10,1782599218,run,noise_burst,8307.13,1.62326,40.004,51.7,102.181,43.3555,3.88263,0.173747,12.9956,-0.164685,74.5194,105,13.1305,78.9,87.5254
10,1782599238,run,noise_burst,8444.96,1.63652,701.674,51.7,108.403,43.6056,3.88263,0.0552547,13.1675,-0.153221,83.1874,105,12.8844,78.9,96.3278
10,1782599260,run,noise_burst,8283.76,1.63926,670.771,51.7,113.839,45.3265,3.88263,0.13649,13.2265,-0.149589,78.044,105,12.3822,78.9,91.2726
10,1782599281,run,noise_burst,7952.74,1.60704,531.057,51.7,130.116,44.1051,3.88263,-0.0286024,13.1881,0.0523778,92.286,105,11.775,78.9,105.458
10,1782599303,run,noise_burst,8073.36,1.64234,150.001,51.7,125.312,43.122,3.88263,-0.252038,13.1361,0.0392644,109.352,105,12.7481,78.9,122.488
10,1782599322,run,noise_burst,8188.26,1.62796,294.382,51.7,124.069,43.3829,3.88263,0.00585529,12.4308,0.0304264,90.0804,105,12.8892,78.9,102.47
10,1782599341,run,noise_burst,8357.78,1.62216,213.154,51.7,129.302,44.9243,3.88263,0.0725934,12.503,0.03301,84.6504,105,12.4239,78.9,97.1701
10,1782599353,run,noise_burst,8314.52,1.66535,498.283,51.7,124.197,45.1132,3.88263,-0.136167,12.4221,0.0123117,100.705,107.5,11.9576,78.9,113.128
10,1782599372,run,noise_burst,8242.91,1.65315,527.319,51.7,128.424,45.3992,3.88263,0.321497,12.5052,0.0307401,63.5245,105,11.2902,78.9,76.0295
10,1782599395,run,noise_burst,8168.98,1.67303,403.915,51.7,126.422,43.7397,3.88263,0.290714,12.6026,0.0347475,67.1662,102.5,11.2323,78.9,79.7648
10,1782599414,run,noise_burst,8058.05,1.6911,414.534,51.7,123.441,43.6133,3.88263,0.229489,12.7598,0.0436187,72.9211,105,11.4075,78.9,85.6815
10,1782599437,run,noise_burst,7941.27,1.66461,425.861,51.7,112.923,44.6078,3.34336,-0.0355474,13.2648,0.00107055,92.6645,102.5,11.3184,78.9,105.951
10,1782599458,run,noise_burst,8114.27,1.64367,213.094,51.7,111.57,44.4465,3.34336,-0.000632434,13.2093,-0.0108296,88.7864,105,11.8615,78.9,102.024
10,1782599481,run,noise_burst,8128.61,1.60502,164.861,51.7,116.479,43.6146,3.34336,-0.0681027,13.4471,-0.000374871,95.5789,105,12.4182,78.9,109.031
10,1782599504,run,noise_burst,8191.64,1.58224,400.601,51.7,112.133,43.0244,3.34336,0.0776712,13.5358,0.0128326,82.7616,107.5,11.786,78.9,96.3071
10,1782599524,run,noise_burst,8152.39,1.57129,265.663,51.7,118.557,42.3419,3.34336,0.112149,13.6764,0.0212271,82.4987,105,11.9252,78.9,96.1634
10,1782599546,run,noise_burst,8239.46,1.58362,164.647,51.7,125.813,43.0993,3.34336,0.00947219,13.7364,0.0192123,88.678,102.5,12.0736,78.9,102.414
10,1782599565,run,noise_burst,8222.77,1.54337,466.085,51.7,124.05,44.2572,3.34336,0.0279806,14.07,0.0131237,86.7368,107.5,12.7253,78.9,100.808
10,1782599586,run,noise_burst,8180.29,1.52922,448.022,51.7,124.624,44.419,3.34336,0.0657366,13.8106,0.0393261,82.5896,107.5,12.625,78.9,96.4059
10,1782599607,run,noise_burst,8073.32,1.536,236.962,51.7,128.922,45.2517,3.34336,0.00870223,13.4876,0.0233134,89.5201,107.5,12.2306,78.9,103.035
10,1782599626,run,noise_burst,8107.65,1.55881,26.2364,51.7,140.456,42.4873,3.34336,-0.123896,13.7138,0.064589,99.8386,105,12.8574,78.9,113.536
10,1782599649,run,noise_burst,8181.33,1.56092,163.954,51.7,139.168,44.2795,3.34336,0.0791904,13.8245,0.054974,84.321,107.5,13.1936,78.9,
10,1782599672,run,noise_burst,8041.96,1.55351,340.456,51.7,142.435,44.1946,4.44372,-0.0347139,13.6686,0.0366016,91.1388,105,13.5316,78.9,104.826
10,1782599690,run,noise_burst,8069.05,1.54497,80.6669,51.7,141.369,42.7056,4.44372,-0.0320546,13.6799,0.00621194,92.7084,107.5,12.9957,78.9,106.398
10,1782599709,run,noise_burst,7900.21,1.55697,433.059,51.7,135.552,43.9906,4.44372,0.124799,13.9817,0.0465037,77.8986,105,13.2508,78.9,91.8801
10,1782599729,run,noise_burst,7690.08,1.57816,-1.82311,51.7,142.474,43.1434,4.44372,0.0926517,14.0842,0.0494572,78.915,102.5,13.4692,78.9,92.9827
10,1782599755,run,noise_burst,7680.69,1.53191,198.288,51.7,145.062,41.9687,4.44372,0.0183679,13.7526,0.0476953,88.6753,107.5,14.186,78.9,102.448
10,1782599775,run,noise_burst,7781.69,1.52609,166.544,51.7,126.158,41.4331,4.44372,-0.14572,13.6774,0.0185662,99.9274,107.5,15.2538,78.9,113.616
10,1782599798,run,noise_burst,7895.83,1.54485,181.84,51.7,125.088,41.9586,4.44372,0.0199817,13.6363,0.0322572,87.8053,107.5,15.0939,78.9,101.452
10,1782599817,run,noise_burst,7905.52,1.58404,-91.2481,51.7,126.51,43.346,4.44372,0.136945,13.1132,0.0569703,80.2072,107.5,15.2019,78.9,93.3049
10,1782599838,run,noise_burst,7890.24,1.55886,147.401,51.7,123.151,41.9928,4.44372,-0.048837,13.4833,0.0822161,93.1649,107.5,14.757,78.9,106.658
10,1782599862,run,noise_burst,7841.19,1.61372,79.4559,51.7,115.602,43.6383,4.44372,0.202801,13.4426,0.144889,72.7106,105,14.2199,78.9,86.1607
10,1782599887,run,noise_burst,7843.06,1.59643,-77.8443,51.7,123.175,42.7317,4.44372,-0.0129277,13.6395,0.150081,90.8373,110,14.0473,78.9,104.482
10,1782599906,run,noise_burst,7808.92,1.56731,393.462,51.7,112.052,42.933,5.15216,0.171653,13.8908,0.141633,75.5331,102.5,14.3609,78.9,89.4173
10,1782599927,run,noise_burst,7879.23,1.5512,140.123,51.7,115.33,43.3119,5.15216,0.130294,13.7799,0.0849748,78.6208,107.5,13.8221,78.9,92.3848
10,1782599943,run,noise_burst,7917.21,1.5382,71.5771,51.7,118.993,41.8908,5.15216,0.153607,13.7486,0.129817,76.1983,105,14.2017,78.9,89.9517
10,1782599957,run,noise_burst,7970.85,1.54661,305.767,51.7,126.105,42.0746,5.15216,-0.0907074,13.8238,0.0639659,95.4749,110,14.3039,78.9,109.283
10,1782599979,run,noise_burst,7868.06,1.55804,334.032,51.7,126.805,42.0974,5.15216,0.0539648,13.8841,0.104195,83.6024,107.5,13.9744,78.9,97.5029
10,1782599996,run,noise_burst,7815.74,1.53893,377.674,51.7,127.065,42.425,5.15216,-0.00304067,14.1061,0.100353,88.6402,105,13.9393,78.9,102.727
10,1782600010,run,noise_burst,7810.07,1.52989,-252.448,51.7,128.618,43.524,5.15216,-0.1278,14.0947,0.0940114,97.9513,107.5,14.5041,78.9,112.051
10,1782600032,run,noise_burst,7867.16,1.52371,-25.057,51.7,132.691,43.7727,5.15216,0.22868,13.9301,0.0931245,71.3553,107.5,14.5796,78.9,85.2761
10,1782600058,run,noise_burst,7934.91,1.52896,18.5642,51.7,129.675,42.9175,5.15216,0.035092,14.0279,0.120854,85.6483,107.5,15.0675,78.9,99.7083
10,1782600078,run,noise_burst,7905.68,1.5505,162.732,51.7,133.662,42.8485,5.15216,-0.0219163,13.9126,0.105286,88.5018,107.5,14.5689,78.9,
10,1782600094,run,noise_burst,7813.36,1.5306,45.0875,51.7,138.976,41.6002,5.15216,0.156578,14.1348,0.121924,75.3457,110,14.3728,78.9,89.4757
10,1782600111,run,noise_burst,7995.47,1.5503,65.843,51.7,144.064,41.6573,4.04178,0.134189,14.5387,0.0712469,76.1194,105,14.6235,78.9,90.6454
10,1782600124,run,noise_burst,7895.53,1.5222,-82.9196,51.7,134.919,41.5568,4.04178,0.241105,14.1829,0.0729978,68.4282,105,14.5885,78.9,82.605
10,1782600145,run,noise_burst,8066,1.50281,-60.1745,51.7,130.377,41.3456,4.04178,-0.200514,14.7081,0.0592238,105.366,107.5,13.8308,78.9,120.078
10,1782600166,run,noise_burst,7919.63,1.52065,-69.6313,51.7,132.399,42.2127,4.04178,-0.00488987,14.4435,0.0710867,87.8702,107.5,14.1567,78.9,102.329
10,1782600186,run,noise_burst,7987.66,1.50051,-473.386,51.7,134.328,41.8078,4.04178,-0.00551528,15.2103,0.111141,87.6445,110,13.8641,78.9,102.845
10,1782600209,run,noise_burst,8025.35,1.46656,122.611,51.7,132.69,43.1104,4.04178,0.0616814,14.7223,0.121874,81.6139,110,14.4925,78.9,
10,1782600227,run,noise_burst,8190.8,1.45679,-55.8852,51.7,136.973,42.905,4.04178,0.0028054,14.5472,0.144356,86.1121,107.5,13.9968,78.9,100.697
10,1782600246,run,noise_burst,8200.29,1.44511,232.353,51.7,143.339,42.6592,4.04178,0.0311741,14.847,0.126816,84.7953,107.5,14.3804,78.9,99.6224
10,1782600266,run,noise_burst,8190.29,1.45803,145.652,51.7,155.411,41.5203,4.04178,-0.153142,14.7483,0.140914,98.8549,105,13.9779,78.9,113.599
10,1782600283,run,noise_burst,8217.41,1.45005,-223.411,51.7,163.095,43.0472,4.04178,-0.125352,14.6775,0.136121,98.1231,107.5,14.312,78.9,112.816
10,1782600303,run,noise_burst,8232.95,1.44641,455.21,51.7,155.507,41.9839,4.04178,-0.09985,14.2688,0.096365,95.3473,110,14.0454,78.9,109.629
10,1782600320,run,noise_burst,8274.79,1.46958,154.419,51.7,154.919,43.6821,5.16695,-0.373761,14.3846,0.0951076,117.518,102.5,13.7679,63,131.914
10,1782600345,run,noise_burst,8294.44,1.49121,160.204,51.7,144.174,41.845,5.16695,-0.00795484,14.2252,0.0973084,86.4023,110,13.7852,63,100.641
10,1782600366,run,noise_burst,8278.77,1.49365,165.914,51.7,157.383,43.3815,5.16695,-0.0782892,14.7611,0.114189,94.2258,105,13.4803,63,108.946
10,1782600382,run,noise_burst,8526.78,1.47716,171.359,51.7,151.357,43.5687,5.16695,0.0746792,14.523,0.08385,82.4596,110,13.2658,63,96.9834
10,1782600405,run,noise_burst,8570.06,1.44136,173.451,51.7,150.007,44.5543,5.16695,0.0756527,14.4399,0.0521385,83.4986,107.5,13.0791,63,97.9317
10,1782600422,run,noise_burst,8513.38,1.45173,171.374,51.7,150.682,44.7237,5.16695,-0.262816,14.1235,0.0351784,107.317,105,12.2069,63,121.444
10,1782600442,run,noise_burst,8535.54,1.47431,504.468,51.7,153.382,45.2311,5.16695,0.237052,14.3555,0.0277147,69.4628,105,11.9266,63,83.8075
10,1782600462,run,noise_burst,8328.63,1.50731,557.323,51.7,168.117,44.4712,5.16695,0.0642584,14.1235,0.00932003,84.2469,105,12.4558,63,98.3673
10,1782600481,run,noise_burst,8155.7,1.47725,549.819,51.7,172.261,46.0002,5.16695,-0.00926203,13.786,-0.00473413,88.8212,105,12.9184,63,102.581
10,1782600498,run,noise_burst,8224.11,1.51428,188.759,51.7,163.253,44.2722,5.16695,-0.00519695,13.979,-0.030338,89.9417,105,13.3929,63,103.919
10,1782600525,run,noise_burst,8213.21,1.53945,200.053,51.7,156.662,44.0502,5.16695,0.0195624,14.1953,-0.0417598,87.3715,102.5,13.9408,63,101.563
10,1782600542,run,noise_burst,8254.87,1.53097,396.581,51.7,164.303,46.4626,4.63165,-0.105088,14.1054,-0.0748422,96.3177,102.5,13.8446,63,110.456
10,1782600561,run,noise_burst,8423.21,1.51341,-130.035,23.6,151.184,45.7227,4.63165,-0.125501,14.584,-0.0602639,98.83,102.5,13.3589,63,113.414
10,1782600582,run,noise_burst,8247.68,1.41765,86.4272,23.6,149.383,44.661,4.63165,0.156188,14.2355,-0.126163,74.7542,100,12.9567,63,89.0067
10,1782600600,run,noise_burst,8133.84,1.44292,387.047,23.6,165.029,43.7801,4.63165,0.257244,13.6852,-0.0517567,68.2809,97.5,12.4149,63,81.9297
10,1782600620,run,noise_burst,8062.3,1.41785,380.437,23.6,172.274,44.2844,4.63165,0.291911,13.3591,-0.0126134,65.4115,97.5,13.277,63,78.779
10,1782600638,run,noise_burst,8002.22,1.4625,111.863,23.6,159.577,43.2597,4.63165,0.0746695,13.8626,-0.130947,83.4338,100,13.7047,63,97.2857
10,1782600659,run,noise_burst,7974.27,1.461,-64.7182,23.6,151.167,43.1436,4.63165,0.0571778,13.8249,-0.113544,83.0124,100,14.2767,63,96.8512
10,1782600678,run,noise_burst,8226.03,1.44019,169.44,23.6,148.563,42.7157,4.63165,0.155834,13.629,-0.074104,76.7867,97.5,14.636,63,90.4402
10,1782600702,run,noise_burst,8281.48,1.4349,128.903,23.6,137.723,42.4513,4.63165,-0.217791,13.8023,-0.0381203,105.711,100,14.3718,63,
10,1782600721,run,noise_burst,8363.09,1.44667,206.481,23.6,131.715,43.1937,4.63165,-0.153715,13.7611,-0.00542577,99.1954,102.5,12.985,63,112.966
10,1782600741,run,noise_burst,8119.85,1.45956,217.769,23.6,141.678,43.0759,4.63165,0.163567,13.8604,-0.00513951,74.8642,100,13.0885,63,88.7191
10,1782600756,run,noise_burst,8168.66,1.4448,175.934,23.6,142.384,43.2034,3.79342,0.145664,13.8506,0.0254126,73.066,100,12.4782,63,86.8972
10,1782600777,run,noise_burst,8029.13,1.44974,210.673,23.6,143.007,41.7182,3.79342,0.0601185,14.2348,0.0482596,84.3459,97.5,13.7663,63,98.5958
10,1782600800,run,noise_burst,7969.76,1.41379,278.744,23.6,141.926,43.4055,3.79342,-0.0716569,14.1528,0.0229248,93.9453,102.5,13.6453,63,108.099
10,1782600818,run,noise_burst,8013.27,1.36011,29.0516,23.6,146.441,43.9847,3.79342,0.0835338,14.4638,-0.00639879,82.0963,100,14.2647,63,96.5948
10,1782600842,run,noise_burst,7975.57,1.40188,177.277,23.6,140.764,44.0556,3.79342,-0.0409802,14.4024,0.00403926,92.1077,102.5,14.6471,63,106.517
10,1782600862,run,noise_burst,7924.45,1.36397,254.847,23.6,145.454,44.6389,3.79342,0.0112627,13.9503,0.0137754,88.6036,97.5,14.4925,63,102.539
10,1782600881,run,noise_burst,7988.17,1.36291,75.0191,23.6,162.296,43.1522,3.79342,-0.014431,14.0955,0.0339718,89.4644,100,15.2288,63,103.59
10,1782600904,run,noise_burst,8014.73,1.39672,-100.447,23.6,159.976,44.0893,3.79342,0.0148758,14.0662,0.0195473,86.1259,100,15.4467,63,100.197
10,1782600925,run,noise_burst,7866.41,1.39322,166.077,23.6,169.249,43.2546,3.79342,0.0890379,14.2904,-0.0120042,81.0893,100,15.4548,63,95.398
10,1782600943,run,noise_burst,8100.41,1.40782,-65.089,23.6,171.039,43.5412,3.79342,0.175378,14.1836,-0.0273616,74.5534,97.5,15.1338,63,88.7366
10,1782600969,run,noise_burst,8264.14,1.38313,192.607,23.6,159.622,44.283,3.79342,0.0364887,14.0327,-0.0351518,89.0622,97.5,15.3781,63,103.077
10,1782600993,run,noise_burst,8365.09,1.40823,347.695,23.6,159.613,45.5927,4.64234,0.179684,13.8182,-0.0247902,78.853,100,14.2993,63,92.6352
10,1782601014,run,noise_burst,8361.39,1.4367,181.657,23.6,157.489,44.7799,4.64234,0.219198,14.0304,-0.0375552,71.1028,97.5,13.7725,63,85.1548
10,1782601035,run,noise_burst,8265.14,1.40085,-54.9837,23.6,161.243,44.6011,4.64234,0.0811451,14.2293,-0.0111926,80.8506,97.5,13.259,63,95.0653
10,1782601054,run,noise_burst,8239.03,1.39298,166.859,23.6,173.213,44.6956,4.64234,-0.0379313,14.1062,-0.0189328,91.0774,100,12.9689,63,105.161
10,1782601077,run,noise_burst,8185.83,1.39476,71.2006,23.6,156.767,44.8474,4.64234,0.141707,14.105,-0.0486853,76.9463,100,13.5548,63,91.0698
10,1782601099,run,noise_burst,8297.78,1.41775,74.6461,23.6,157.357,43.8465,4.64234,-0.00724044,13.8606,-0.0824404,89.2185,97.5,13.3738,63,103.066
10,1782601119,run,noise_burst,8194.46,1.38519,69.9224,23.6,164.748,44.9268,4.64234,0.120129,13.6542,-0.0530989,80.6398,100,13.6891,63,94.2865
10,1782601140,run,noise_burst,8295.5,1.45499,-67.7504,23.6,168.308,44.0563,4.64234,0.175075,13.1997,-0.0300939,75.9161,100,13.5358,63,89.0965
10,1782601165,run,noise_burst,8197.46,1.40751,179.591,23.6,161.602,44.0038,4.64234,-0.0209006,13.1658,-0.0501128,89.9363,97.5,13.8217,63,103.088
10,1782601189,run,noise_burst,8411.46,1.48017,56.8424,23.6,164.753,44.3273,4.64234,-0.183133,13.223,-0.0309485,103.536,102.5,13.495,63,116.758
10,1782601210,run,noise_burst,8286.47,1.50733,163.227,23.6,148.068,44.5731,4.64234,0.0296089,13.3242,-0.045363,87.9521,97.5,13.3914,63,101.293
10,1782601231,run,noise_burst,8174.56,1.4951,248.814,23.6,155.674,44.4085,4.50137,-0.0576461,13.4386,-0.0412189,94.1597,100,12.4693,63,107.618
10,1782601252,run,noise_burst,8229.82,1.51132,-50.6616,23.6,135.561,44.5821,4.50137,0.024369,13.8715,-0.033276,88.5086,100,12.8779,63,102.359
10,1782601271,run,noise_burst,8225.74,1.45404,122.404,23.6,138.801,44.7502,4.50137,-0.0556744,13.5888,-0.0567348,93.0454,100,13.2075,63,106.631
10,1782601293,run,noise_burst,8289.48,1.44598,377.998,23.6,141.221,44.1551,4.50137,-0.157104,13.7056,-0.0144072,101.804,97.5,12.644,63,
10,1782601317,run,noise_burst,8380.16,1.46044,-22.5816,23.6,136.956,43.6147,4.50137,0.0372516,13.7082,-0.024717,86.0307,95,12.716,63,99.7529
10,1782601341,run,noise_burst,8234.1,1.44651,143.757,23.6,144.976,44.0143,4.50137,-0.108023,13.7597,-0.0511484,96.1568,97.5,12.7509,63,109.934
10,1782601362,run,noise_burst,8323.92,1.43695,70.2742,23.6,143.931,43.4606,4.50137,-0.0532359,14.198,-0.0362212,92.9377,102.5,12.4266,63,107.112
10,1782601380,run,noise_burst,8206.66,1.44195,442.338,23.6,147.405,44.4712,4.50137,0.00212121,13.9387,-0.0525711,87.4385,97.5,13.2592,63,101.369
10,1782601398,run,noise_burst,8238.21,1.39923,94.6333,23.6,149.451,44.465,4.50137,-0.155616,14.0073,-0.0223104,102.498,100,12.6604,63,116.499
10,1782601422,run,noise_burst,8302.11,1.40753,576.342,23.6,144.259,45.5129,4.50137,-0.11256,14.3735,-0.0211711,95.4272,100,13.4419,63,109.781
10,1782601440,run,noise_burst,8270.45,1.41903,197.437,23.6,151.965,43.9186,4.50137,0.12708,14.3155,0.000709199,79.2139,100,13.5603,63,93.5182
10,1782601455,run,noise_burst,8219.95,1.39306,31.2898,23.6,165.774,43.7024,4.34092,-0.183505,14.5424,0.00343888,103.048,97.5,13.5033,68.5,117.563
10,1782601476,run,noise_burst,8204.24,1.38374,-22.005,23.6,165.426,43.6146,4.34092,-0.0799645,14.1721,-0.0211206,96.27,97.5,13.5697,68.5,110.484
10,1782601496,run,noise_burst,8315.85,1.37539,359.924,23.6,157.168,43.2898,4.34092,-0.0829247,14.224,-0.0492824,94.7217,100,13.6301,68.5,108.95
10,1782601515,run,noise_burst,8502.29,1.39105,103.035,23.6,159.572,43.8446,4.34092,0.150103,14.4877,-0.0135085,75.5925,97.5,14.1904,68.5,90.0904
10,1782601534,run,noise_burst,8475.54,1.36821,469.451,23.6,164.004,42.364,4.34092,-0.0714778,14.8248,-0.00625221,93.2065,100,13.8863,68.5,108.031
10,1782601551,run,noise_burst,8367.39,1.36916,109.719,23.6,167.083,44.4951,4.34092,0.334026,14.8619,-0.0271369,61.6211,97.5,12.4728,68.5,76.4859
10,1782601571,run,noise_burst,8332.63,1.31543,-158.8,23.6,156.415,43.6673,4.34092,0.00448706,14.7687,0.00623489,86.871,100,12.5882,68.5,101.625
10,1782601591,run,noise_burst,8366.07,1.35584,278.262,23.6,155.33,43.7573,4.34092,-0.0651524,14.5767,0.0235524,94.5467,97.5,13.1122,68.5,109.105
10,1782601609,run,noise_burst,8219.24,1.34164,-6.86676,23.6,165.213,42.9374,4.34092,-0.115423,14.6489,0.0201504,97.6119,102.5,13.5444,68.5,112.27
10,1782601631,run,noise_burst,8433.16,1.33891,18.3173,23.6,172.781,44.3169,4.34092,0.202998,14.8017,0.0357577,71.6591,100,13.6615,68.5,86.449
10,1782601654,run,noise_burst,8432.14,1.34717,328.703,23.6,173.252,43.1437,4.34092,0.00562313,14.7743,0.00744106,86.8655,97.5,14.2601,68.5,101.633
10,1782601669,run,noise_burst,8396.21,1.31278,172.163,23.6,166.303,44.5729,4.55979,0.164573,14.3088,0.0128042,76.2193,100,13.2874,68.5,90.5049
10,1782601692,run,noise_burst,8500.3,1.30818,229.244,23.6,177.043,44.2911,4.55979,-0.120276,14.4873,0.0117962,97.8806,97.5,13.3449,68.5,
10,1782601714,run,noise_burst,8631.28,1.37069,356.161,23.6,163.669,44.4043,4.55979,-0.241617,14.6064,0.0308918,107.426,97.5,13.3951,68.5,122.025
10,1782601735,run,noise_burst,8499.3,1.32113,355.83,23.6,170.414,41.948,4.55979,0.0942209,14.5551,0.0104174,82.1134,102.5,12.86,68.5,96.654
10,1782601751,run,noise_burst,8663.46,1.32902,447.495,23.6,180.003,44.2774,4.55979,-0.0846912,14.8495,0.0441611,95.4106,100,12.5772,68.5,110.249
10,1782601774,run,noise_burst,8505.66,1.35833,331.048,23.6,174.508,44.0323,4.55979,-0.0199123,14.6407,0.000191826,90.2648,102.5,12.722,68.5,104.913
