RunNo	Step	AI-784.PV	AT-557.PV	AT-690.PV	LT-819.PV	TT-394.PV	TT-453.PV	TT-350.PV	AI-457.PV	AT-773.PV	TT-395.PV	FT-840.PV	TT-813.PV	FV-461.OP	LT-216.PV	HS-290.SP	FT-723.PV	AT-401.PV	FV-878.OP	PT-486.PV	LT-303.PV	AT-265.PV	FT-547.PV	TT-300.PV	FY-418.CV	FY-180.CV	LT-635.PV	ST-522.PV	PT-891.PV	LT-815.PV	PT-464.PV	FV-245.OP	ST-604.PV	FV-696.OP	fault_class
12	196	2.67182	-83.797	2.08843	966.627	4.8433	-29.0897	178.634	0.166346	2.96176	195.967	4.58884	31.6849	69.5	1633.78	10.4	52.3566	419.228	30.1	127.773	367.704	2.67574	176.938	2383.24	260.029	5.64158	1.90725	678.674	48.1353	8.88642	211.467	44.9	6.77865	63	10
12	197	2.67182	-90.8784	1.90855	947.027	4.73571	-22.5971	154.225	0.166346	3.03076	183.654	4.63024	32.5304	69.5	1467.23	10.4	51.5139	428.55	30.1	114.654	354.817	2.58564	174.65	2401.7	256.043	5.61783	1.7977	685.331	46.3038	9.18765	244.545	44.9	6.7948	63	10
12	198	2.67182	-41.2962	2.03636	960.983	4.68121	-14.4617	173.525	0.166346	3.0881	170.856	4.63541	31.0339	69.5	1530.94	10.4	52.6154	416.754	30.1	105.344	377.839	2.67617	179.106	2405.14	254.201	5.76389	1.78119	671.327	45.0167	8.7512	212.433	44.9	6.54962	63	10
12	199	2.71879	-193.539	2.13991	968.532	4.71258	-11.4301	178.617	0.0856153	3.12288	163.792	4.34382	30.5707	69.5	1580.34	10.4	67.7613	397.051	30.1	112.864	367.295	2.66143	180.552	2448.25	296.408	5.78765	1.74681	693.464	45.2192	8.90641	243.817	44.9	7.59034	63	10
12	200	2.71879	2.65528	2.24293	938.076	4.78831	-14.0915	186.672	0.0856153	3.11908	163.622	4.43661	30.822	69.5	1518.1	10.4	57.7826	405.726	30.1	109.614	385.926	2.68645	184.239	2396.27	284.92	5.80698	1.73683	690.906	44.1623	9.03506	233.286	44.9	7.92383	63	10
12	201	2.71879	87.0339	2.25455	930.174	4.75571	-15.9493	200.914	0.0856153	3.11667	177.813	4.22495	31.6527	69.5	1582.2	10.4	61.8234	407.109	30.1	109.831	371.429	2.66436	187.873	2347.79	287.943	5.77988	1.77875	694.557	43.8824	9.11571	191.744	44.9	7.52895	63	10
12	202	2.71879	42.2284	2.36849	934.982	4.836	-15.5393	196.648	0.0856153	3.10287	158.45	4.37683	31.1825	69.5	1480.91	10.4	61.2559	419.868	30.1	115.509	370.978	2.69092	193.617	2351.49	285.211	5.79356	1.58268	705.45	45.4375	9.19112	215.687	44.9	7.87611	63	10
12	203	2.71879	-4.98832	2.34764	866.918	4.72302	-16.5027	198.653	0.0856153	3.07727	164.46	4.42482	31.7219	69.5	1384.95	10.4	60.6176	440.162	30.1	102.36	365.122	2.7138	188.9	2362.68	270.523	5.7881	1.64908	709.758	42.8683	8.67843	203.373	44.9	7.63142	63	10
12	204	2.71879	82.3948	2.25231	867.288	4.87011	-9.07131	206.146	0.0856153	3.06383	169.663	4.55328	31.5458	69.5	1441.16	10.4	66.4974	442.775	30.1	100.711	356.988	2.74903	184.259	2414.08	262.44	5.81077	1.7211	704.675	44.0855	8.34706	210.63	44.9	7.22232	63	10
12	205	2.71879	-31.0599	2.3097	900.81	4.71809	2.28541	226.819	0.0856153	3.06804	155.882	4.5829	31.0679	69.5	1435.72	10.4	60.8514	443.571	30.1	101.578	358.31	2.70939	187.143	2490.91	270.256	5.77634	1.64643	713.419	44.2883	8.48463	229.079	44.9	7.46778	63	10
12	206	2.71879	29.929	2.29085	876.511	4.76858	13.3166	214.002	0.0856153	3.10578	173.295	4.63829	31.8397	69.5	1460.41	10.4	53.5028	438.852	30.1	108.735	360.891	2.70999	186.18	2513.51	298.886	5.81302	1.67636	737.408	44.6233	8.82513	219.539	44.9	7.46045	63	10
12	207	2.71879	-61.432	2.21733	895.111	4.71307	9.89566	209.575	0.0856153	3.09086	172.25	4.69129	31.9972	69.5	1525.57	10.4	58.4238	435.736	30.1	93.8288	361.344	2.72803	184.602	2543.28	293.877	5.81904	1.62858	729.836	43.496	8.97268	237.527	44.9	6.90934	63	10
12	208	2.69017	-49.0379	2.47583	909.867	4.61371	28.4309	210.265	0.360074	3.10199	172.097	4.61246	31.165	69.5	1522.55	10.4	57.339	435.365	30.1	99.1309	345.395	2.74245	189.984	2517.07	287.895	5.84546	1.6879	723.023	44.7884	9.38842	239.406	44.9	7.04445	63	10
12	209	2.69017	1.52298	2.4833	929.081	4.58965	21.2241	200.766	0.360074	3.08664	213.88	4.91351	32.0322	69.5	1515.17	10.4	52.7729	438.07	30.1	89.5059	353.895	2.73091	188.825	2496.07	275.062	5.81771	1.52273	712.988	43.7151	9.29364	232.699	44.9	6.60983	63	10
12	210	2.69017	23.5173	2.49573	951.393	4.62958	30.7914	202.827	0.360074	3.07309	212.519	4.82784	32.3801	69.5	1487.5	10.4	61.2781	421.435	30.1	97.9897	352.883	2.79808	189.622	2507.64	292.652	5.87126	1.51389	714.204	43.1417	9.30738	243.659	44.9	6.78281	63	10
12	211	2.69017	-72.8573	2.5503	988.882	4.68166	16.1251	209.853	0.360074	2.99961	196.646	4.72193	33.3505	69.5	1510.63	10.4	56.1608	454.649	30.1	103.209	358.459	2.83795	186.098	2502.53	260.465	5.83731	1.54998	715.118	42.2776	9.17244	264.653	44.9	5.78289	63	10
12	212	2.69017	-144.635	2.54273	990.706	4.63119	15.9705	207.748	0.360074	2.98437	205.072	4.72779	33.9816	69.5	1465.68	10.4	60.697	448.366	30.1	109.004	360.076	2.7676	182.913	2456.89	267.99	5.75072	1.41728	715.741	45.4407	9.15635	301.932	44.9	6.38308	63	10
12	213	2.69017	-288.594	2.60298	954.402	4.45337	17.1778	216.723	0.360074	2.92626	206.296	4.70102	32.1757	69.5	1534.76	10.4	55.6341	444.032	30.1	107.439	365.588	2.84864	186.854	2547.54	281.86	5.77633	1.58075	726.113	47.4592	9.18139	309.34	44.9	5.95591	63	10
12	214	2.69017	-278.833	2.63698	1015.81	4.50905	21.4571	210.491	0.360074	2.98817	213.555	4.66052	32.0728	25.2	1606.83	10.4	57.8695	433.568	46.2	114.768	347.535	2.81035	190.239	2532.9	283.869	5.80021	1.36069	717.062	49.3786	9.12132	314.038	44.9	7.12998	63	10
12	215	2.69017	-144.59	2.65603	1029.46	4.50381	22.4077	218.394	0.360074	2.96643	210.9	4.71519	31.9624	25.2	1964.99	10.4	52.6433	426.691	46.2	105.874	351.322	2.86776	192.268	2509.13	320.246	5.83309	1.50384	746.854	48.8318	9.66815	244.959	44.9	7.39433	63	10
12	216	2.69017	-117.483	2.64431	1016.86	4.3447	30.0484	205.214	0.360074	2.95068	200.484	4.73849	32.1895	25.2	1958.28	10.4	58.2295	439.48	46.2	91.3156	350.419	2.93508	192.399	2386.34	309.749	5.88703	1.57174	749.058	52.6874	10.0197	239.391	44.9	7.32481	63	10
12	217	3.35816	-37.9844	2.71159	1027.85	4.42877	34.7648	175.338	0.407857	2.92365	178.188	4.84538	31.1996	25.2	1852.94	10.4	66.1107	442.312	46.2	87.8779	342.915	2.92951	201.766	2386.55	331.484	5.8551	1.61889	773.613	53.1536	9.94952	229.837	44.9	7.34982	63	10
12	218	3.35816	-88.8773	2.76443	1053.09	4.46599	48.4968	180.876	0.407857	2.89739	171.837	5.08716	30.5921	25.2	1790.04	10.4	70.6687	439.417	46.2	87.6418	337.756	2.90091	203.468	2418.16	302.886	5.79884	1.62397	742.523	56.0328	9.47273	247.16	44.9	7.40279	63	10
12	219	3.35816	-45.9784	2.94664	1082.06	4.34534	51.9735	169.388	0.407857	2.8588	194.103	5.16061	31.2946	25.2	1767.52	10.4	71.5661	442.05	46.2	98.3824	338.794	2.88625	205.887	2437.33	297.028	5.74534	1.65779	738.374	55.6127	9.27825	231.561	44.9	7.50522	63	10
12	220	3.35816	100.106	2.95034	1114.42	4.2877	51.3568	161.786	0.407857	2.84786	175.577	5.00692	31.9943	25.2	1773.64	10.4	65.2585	444.753	46.2	94.444	352.908	2.88022	207.716	2448.53	293.296	5.7304	1.56642	738.623	56.743	9.20899	198.463	44.9	7.26962	75.8	10
12	221	3.35816	46.519	3.10313	1111.75	4.29147	51.7852	182.124	0.407857	2.88562	179.341	4.69171	31.7649	25.2	1773.79	10.4	60.0257	444.813	46.2	106.83	366.281	2.89247	206.402	2417.03	285.391	5.77681	1.55164	730.632	57.521	9.35108	232.249	44.9	7.06754	75.8	10
12	222	3.35816	-92.731	3.17339	1086.09	4.25622	41.6353	183.822	0.407857	2.86973	188.557	4.60283	32.6257	25.2	1682.68	10.4	60.3872	453.094	46.2	100.768	360.281	2.91733	205.287	2406.4	293.498	5.78824	1.5001	746.359	56.3212	9.25083	264.839	44.9	7.12964	75.8	10
12	223	3.35816	-82.6146	3.14933	1068.83	4.30122	43.102	180.611	0.407857	2.81941	182.247	4.62628	33.0254	25.2	1709.14	10.4	60.5244	455.828	46.2	114.568	362.463	2.95724	210.516	2406.23	285.47	5.77554	1.53689	741.203	55.7858	8.7745	249.24	44.9	7.49765	75.8	10
12	224	3.35816	-198.578	3.16275	1006.56	4.29957	42.1224	174.087	0.407857	2.74554	167.332	4.54402	33.9551	25.2	1789.91	10.4	61.3386	454.688	46.2	122.348	355.434	2.94028	208.567	2444.99	300.369	5.68629	1.52927	753.796	57.4127	9.00865	291.676	44.9	7.18716	75.8	10
12	225	3.35816	-220.949	3.061	999.603	4.22262	32.0456	185.476	0.407857	2.78714	173.564	4.76361	32.8508	25.2	1783.46	10.4	51.764	448.908	46.2	121.583	354.789	2.93991	204.368	2468.29	282.301	5.72447	1.48467	731.399	62.0105	9.04279	261.715	44.9	7.47869	75.8	10
12	226	3.47539	-339.845	3.00489	995.713	4.35289	33.8595	194.217	0.59712	2.82728	157.259	4.68621	33.4433	25.2	1892.09	10.4	55.3836	453.393	46.2	119.04	359.29	2.96885	202.841	2465.79	289.988	5.79687	1.57403	743.646	61.0983	9.44614	311.055	44.9	7.25003	75.8	10
12	227	3.47539	-209.626	3.08113	1025.34	4.23503	31.6003	205.973	0.59712	2.79655	150.937	4.80033	31.9999	25.2	1849.48	10.4	59.7271	457.512	46.2	104.47	355.105	2.88889	203.941	2450.81	305.09	5.68405	1.55367	762.025	62.509	9.69308	268.013	44.9	7.64141	75.8	10
12	228	3.47539	-126.521	3.0766	1003.78	4.2567	40.6291	219.071	0.59712	2.79414	163.902	4.72469	32.1931	25.2	1984.19	10.4	59.2272	438.217	46.2	110.304	358.508	2.87954	201.887	2456.01	337.922	5.67512	1.56417	775.606	60.5954	9.67176	236.991	44.9	8.05673	75.8	10
12	229	3.47539	-97.2005	2.98732	978.152	4.35983	37.656	212.351	0.59712	2.75234	173.412	4.69344	32.3986	25.2	1920.63	10.4	64.2918	444.951	46.2	106.477	346.764	2.9049	202.82	2468.31	338.483	5.65979	1.71826	784.151	61.3193	9.96253	214.662	44.9	8.07132	75.8	10
12	230	3.47539	-176.577	3.12967	981.349	4.36102	38.7994	218.917	0.59712	2.75235	196.524	4.94076	32.0339	25.2	1861.52	10.4	64.3704	444.996	46.2	73.585	345.107	2.80064	211.103	2417.2	343.271	5.55002	1.63164	787.234	62.2769	9.71378	271.769	44.9	8.91421	75.8	10
12	231	3.47539	-169.618	3.1322	1002.22	4.32656	60.8969	192.355	0.59712	2.76111	219.815	5.07697	30.3449	25.2	1779.08	10.4	71.1102	442.095	46.2	77.4365	336.05	2.82242	210.624	2383.09	349.476	5.58255	1.7441	790.909	64.0803	9.73748	294.867	44.9	7.98014	75.8	10
12	232	3.47539	-41.2607	3.09702	999.704	4.28068	61.2454	204.963	0.59712	2.78586	226.151	5.10372	30.6437	25.2	1857.36	10.4	62.2353	432.987	46.2	87.6188	338.358	2.83365	205.269	2397.45	325.373	5.61537	1.57971	758.594	65.4234	9.32544	237.612	44.9	8.09678	75.8	10
12	233	3.47539	103.51	2.97885	1015.38	4.32858	50.8403	197.952	0.59712	2.78444	207.855	5.09758	30.3944	25.2	1862.23	10.4	66.1924	461.989	46.2	96.6998	335.058	2.90297	202.961	2378.99	302.603	5.68684	1.64296	764.151	64.0067	9.37275	209.8	44.9	7.46557	75.8	10
12	234	3.47539	152.586	2.94077	1026.26	4.39468	49.3798	177.127	0.59712	2.79441	201.969	5.16126	30.827	25.2	1788.16	10.4	60.8156	452.649	46.2	110.523	353.739	2.85953	199.406	2382.25	313.835	5.65256	1.64787	766.193	64.1296	9.21162	232.695	44.9	6.03049	75.8	10
12	235	3.23281	95.3267	3.09798	1021.19	4.3215	37.8386	195.77	0.867651	2.776	206.168	4.87943	30.2992	25.2	1676.9	10.4	67.7618	450.449	46.2	104.725	338.503	2.92281	205.455	2485.79	292.617	5.69851	1.36975	743.088	63.5626	9.1544	233.323	44.9	6.35384	75.8	10
12	236	3.23281	63.9213	2.97337	1017.28	4.26625	44.8285	206.282	0.867651	2.80576	201.282	4.98207	30.2414	25.2	1666.65	10.4	64.1381	440.068	46.2	105.724	340.905	3.03218	201.744	2474.76	319.078	5.83772	1.43437	758.397	64.4748	8.59538	219.624	44.9	6.59857	75.8	10
12	237	3.23281	140.387	2.95429	1040.62	4.19079	41.0222	193.922	0.867651	2.826	203.559	4.90631	30.141	25.2	1664.55	10.4	64.9422	428.982	46.2	114.109	357.628	3.00052	201.967	2425.73	326.961	5.82783	1.45313	755.856	64.6819	9.11124	185.784	33.7	6.59811	75.8	10
12	238	3.23281	169.326	3.10817	974.672	4.36414	32.4834	198.246	0.867651	2.81629	207.526	4.82038	30.8404	25.2	1715.53	10.4	51.7263	447.45	46.2	111.174	356.212	2.97271	206.462	2406.44	320.395	5.79013	1.46237	767.077	63.1798	9.1125	198.706	33.7	7.95164	75.8	10
12	239	3.23281	181.197	3.09878	953.057	4.36765	31.3046	181.047	0.867651	2.77539	207.33	4.98184	31.3729	25.2	1666.4	10.4	52.1032	443.13	46.2	113.883	349.975	2.91799	204.465	2399.71	318.221	5.69937	1.61863	761.382	61.3787	8.96443	168.531	33.7	7.44576	75.8	10
12	240	3.23281	144.997	3.00237	959.676	4.45459	29.0449	187.502	0.867651	2.78353	194.747	5.03962	32.0024	25.2	1605.23	10.4	52.4995	429.485	46.2	117.087	347.303	2.86281	203.892	2421.33	313.134	5.64825	1.61744	742.883	60.7464	8.7422	187.925	33.7	7.35616	75.8	10
12	241	3.23281	30.1136	2.99585	939.23	4.43744	24.0835	178.264	0.867651	2.76058	201.589	4.97497	31.0003	25.2	1624.35	10.4	55.3613	456.066	46.2	113	352.902	2.90787	202.886	2411.5	299.811	5.66824	1.61815	755.686	61.3761	8.59951	218.953	33.7	7.79482	75.8	10
12	242	3.23281	11.4087	2.82908	972.362	4.40666	35.623	184.184	0.867651	2.78371	192.871	4.91506	31.1894	25.2	1673.66	10.4	49.4226	441.812	46.2	113.968	363.438	2.87948	199.307	2374.03	309.522	5.66202	1.67437	751.145	61.8681	8.81782	237.023	33.7	7.37287	75.8	10
12	243	3.23281	-21.8561	2.72827	971.136	4.39819	23.9547	179.125	0.867651	2.85002	192.804	4.73553	30.5306	25.2	1710.22	10.4	48.6923	437.591	46.2	120.992	357.568	2.91682	198.099	2430.2	304.201	5.76577	1.58831	742.318	63.0117	8.65323	238.925	33.7	6.86797	75.8	10
12	244	2.83413	-34.9956	2.76319	959.531	4.42759	16.2267	195.441	0.571808	2.86855	217.429	4.82657	30.0746	25.2	1774.06	10.4	51.397	449.749	46.2	115.641	365.91	2.86243	199.84	2414.05	292.671	5.73171	1.63169	742.419	62.7876	8.95084	232.977	33.7	7.20479	75.8	10
12	245	2.83413	110.416	2.83891	971.23	4.41114	15.1398	194.502	0.571808	2.88887	214.469	4.83823	30.5894	25.2	1767.34	10.4	51.2534	435.302	46.2	116.516	353.779	2.88369	198.857	2407.44	326.359	5.76834	1.75205	761.981	61.9772	9.23301	196.884	33.7	6.93423	75.8	10
12	246	2.83413	96.582	2.75593	959.076	4.60308	12.9681	180.681	0.571808	2.86385	217.749	4.85414	29.8391	25.2	1744.06	10.4	57.5002	426.312	46.2	130.052	356.946	2.86637	199.252	2438.35	337.804	5.73539	1.6144	764.149	61.6399	9.16573	164.38	33.7	7.17953	75.8	10
12	247	2.83413	31.0772	2.66611	971.359	4.60094	-1.45466	169.337	0.571808	2.87479	210.607	4.82901	29.9351	25.2	1708.5	10.4	59.9816	423.898	46.2	124.649	355.064	2.91124	196.613	2390.37	320.891	5.78359	1.66713	744.663	59.7383	9.0387	198.196	33.7	7.30915	75.8	10
12	248	2.83413	241.526	2.66835	999.296	4.64626	17.3693	160.389	0.571808	2.88907	207.947	4.9726	30.7066	25.2	1660.36	10.4	58.2419	438.144	46.2	116.853	350.711	2.87754	200.117	2351.14	292.33	5.76912	1.7027	730.499	59.4579	8.95696	167.897	33.7	7.48956	75.8	10
12	249	2.83413	140.323	2.63491	1001.82	4.57392	11.6143	165.362	0.571808	2.92347	218.101	4.94398	30.0796	25.2	1667	10.4	53.3603	436.231	46.2	127.647	354.666	2.87262	201.184	2349.07	279.526	5.79797	1.60108	715.928	59.3834	8.60549	152.487	33.7	7.52238	75.8	10
12	250	2.83413	-33.1822	2.74629	1011.83	4.4302	6.73468	164.796	0.571808	3.00141	197.838	4.7601	30.6759	25.2	1604.38	10.4	54.3316	419.461	46.2	122.044	369.501	2.87474	203.718	2374.3	302.012	5.8752	1.71475	720.671	57.0051	8.70601	207.432	33.7	8.94867	75.8	10
12	251	2.83413	108.2	2.89046	987.307	4.47561	13.1222	146.775	0.571808	2.95487	195.963	4.72144	29.641	25.2	1651.36	10.4	53.4317	442.433	46.2	127.822	369.256	2.83209	208.168	2360.14	283.876	5.7889	1.83631	726.833	58.6864	8.40813	183.646	33.7	8.63474	75.8	10
12	252	2.83413	75.6136	2.88591	949.166	4.46977	7.65981	164.598	0.571808	2.99038	206.054	4.56636	30.3589	25.2	1740.74	10.4	54.9309	429.267	46.2	137.084	367.208	2.77029	208.383	2338.37	274.981	5.75902	1.68522	704.362	57.8494	8.55019	176.764	33.7	8.82395	75.8	10
12	253	3.09541	208.74	2.88784	965.174	4.40505	0.0713801	164.226	0.084011	2.89817	197.95	4.54452	30.1965	25.2	1666.81	10.4	47.5084	447.264	46.2	148.81	370.221	2.80136	207.986	2421.93	278.943	5.69711	1.74454	725.499	57.7721	8.8285	165.383	33.7	9.29682	75.8	10
12	254	3.09541	79.7121	2.80174	975.017	4.45551	-7.1518	164.17	0.084011	2.89732	195.795	4.62304	30.2775	25.2	1674.51	10.4	51.5069	449.805	46.2	147.999	375.701	2.83028	206.705	2372.86	278.968	5.72956	1.79438	728.574	59.0742	8.63154	187.793	33.7	8.6712	75.8	10
12	255	3.09541	244.868	2.88046	981.183	4.43488	-8.24225	180.658	0.084011	2.90055	182.303	4.41982	30.1871	25.2	1658.07	10.4	55.0199	451.157	46.2	145.253	367.259	2.78791	207.186	2428.59	274.784	5.68496	1.72862	725.424	62.1055	8.80484	140.257	33.7	8.80771	75.8	10
12	256	3.09541	220.776	2.91748	993.5	4.52915	-5.30375	180.271	0.084011	2.89677	186.34	4.63686	28.5659	25.2	1674.64	10.4	52.6245	460.458	46.2	156.162	368.902	2.81457	206.786	2441.98	277.561	5.71434	1.77946	737.096	62.4088	8.44316	127.485	33.7	9.54278	75.8	10
12	257	3.09541	162.881	2.99696	1007.65	4.39054	-16.6569	184.02	0.084011	2.93696	197.901	4.6162	27.4775	25.2	1617.96	10.4	51.4051	453.14	46.2	156.622	364.226	2.79146	212.442	2444.22	292.943	5.73063	1.86729	746.431	63.1638	8.90263	151.871	33.7	10.7458	75.8	10
12	258	3.09541	340.014	2.97234	974.627	4.4199	-30.4103	162.282	0.084011	2.89469	229.576	4.60679	28.0128	25.2	1599.76	10.4	49.4392	449.406	46.2	148.753	363.012	2.7479	212.794	2487.11	285.511	5.64346	1.9736	735.941	61.8285	8.83728	89.0073	33.7	10.8511	75.8	10
12	259	3.09541	504.939	3.06951	920.143	4.57045	-28.1703	162.706	0.084011	2.90558	215.437	4.83533	27.9733	25.2	1619.12	10.4	54.2219	455.878	46.2	157.392	357.348	2.70873	207.138	2447.42	268.264	5.61327	1.91394	723.955	64.4794	8.7136	49.7636	33.7	10.7608	75.8	10
12	260	3.09541	379.135	2.98567	954.23	4.64683	-29.998	167.371	0.084011	2.92388	206.096	4.77863	28.7435	25.2	1478.21	10.4	48.4977	465.026	46.2	157.265	364.216	2.71209	213.256	2443.44	256.187	5.63475	1.98054	720.938	61.2824	8.89162	55.8985	33.7	11.1163	75.8	10
12	261	3.09541	439.602	2.75366	949.804	4.56583	-28.9065	176.931	0.084011	2.8884	204.814	4.80477	29.1571	25.2	1400.52	10.4	44.6258	472.704	46.2	163.259	357.81	2.72281	205.565	2459.87	247.863	5.60827	2.12286	719.874	60.3895	8.42826	54.0411	33.7	10.6998	75.8	10
12	262	2.74556	292.813	2.68015	963.683	4.55522	-35.7032	165.277	-0.180715	2.92572	197.026	4.61834	28.7693	25.2	1439.31	10.4	49.6016	467.027	46.2	156.815	372.337	2.6446	205.219	2543.74	269.892	5.56956	2.01886	736.467	62.124	8.03827	89.4817	33.7	10.5488	75.8	10
12	263	2.74556	276.892	2.79266	960.256	4.65673	-23.2089	169.765	-0.180715	3.01919	187.497	4.63505	28.6781	25.2	1435.06	10.4	43.9994	452.055	46.2	153.835	378.583	2.67056	206.909	2522.55	281.359	5.68658	2.07518	733.428	62.8273	8.34834	75.4587	33.7	11	75.8	10
12	264	2.74556	298.343	2.76828	999.975	4.59435	-17.1213	180.716	-0.180715	3.00709	208.111	4.53495	30.4924	25.2	1515.89	10.4	33.4249	463.377	46.2	145.266	356.736	2.67766	206.793	2513.67	262.051	5.68508	2.05374	725.622	56.7184	8.3751	115.322	33.7	10.7154	75.8	10
12	265	2.74556	370.015	2.78454	982.903	4.68883	-14.5206	192.901	-0.180715	2.99647	211.091	4.78985	30.1579	25.2	1521.05	10.4	38.3936	446.475	46.2	146.399	369.077	2.63742	211.468	2468.13	303.218	5.63818	2.05357	749.932	56.0336	8.78559	119.919	33.7	11.5752	75.8	10
12	266	2.74556	142.045	2.69483	982.545	4.72536	-17.4028	175.262	-0.180715	2.97773	204.915	4.64772	29.6576	25.2	1519.23	10.4	38.3702	457.087	46.2	144.178	370.054	2.61823	207.236	2459.89	287.885	5.59553	2.14685	744.137	56.0515	8.79131	142.686	33.7	10.3117	75.8	10
12	267	2.74556	97.5383	2.70426	922.544	4.7411	-21.9721	195.505	-0.180715	3.00004	206.23	4.63855	28.6599	25.2	1502.19	10.4	43.6992	448.51	46.2	151.559	357.258	2.64028	205.184	2446.03	303.867	5.63955	2.01415	752.78	58.1568	8.61277	155.245	33.7	9.52556	75.8	10
12	268	2.74556	193.514	2.53201	923.381	4.68691	-23.7008	177.807	-0.180715	3.00593	201.702	4.70577	29.9059	25.2	1654.56	10.4	41.9038	470.126	46.2	142.753	353.679	2.73321	201.67	2474.18	293.103	5.74129	1.93984	762.904	56.5561	8.62799	163.666	33.7	8.82624	75.8	10
12	269	2.74556	304.301	2.55928	912.497	4.71594	-19.8991	179.292	-0.180715	3.01459	186.742	4.83679	30.9906	25.2	1672.79	10.4	45.7168	456.471	46.2	138.581	359.24	2.73371	210.042	2440.95	286.318	5.7471	1.77062	743.205	53.4786	8.92263	125.092	33.7	9.26012	75.8	10
12	270	2.74556	159.83	2.51163	912.433	4.62467	-8.47545	179.314	-0.180715	3.04501	180.868	4.77417	30.6119	25.2	1588.47	10.4	40.7071	449.17	46.2	133.479	349.945	2.76772	206.234	2497.88	289.244	5.81329	1.82456	737.838	54.4135	8.9558	168.091	33.7	9.40291	75.8	10
12	271	2.98093	-62.4925	2.6431	949.579	4.56255	-3.34583	184.445	0.230987	3.08188	182.834	4.90442	32.1575	25.2	1558.5	10.4	48.9417	437.806	46.2	122.456	359.157	2.79009	205.951	2487.7	303.962	5.87094	1.90501	741.53	51.1701	8.89718	195.61	33.7	9.77641	75.8	10
12	272	2.98093	44.7087	2.45721	964.347	4.5632	9.78276	173.836	0.230987	3.0743	176.318	4.85389	33.2077	25.2	1624.96	10.4	52.2181	452.224	46.2	126.682	358.334	2.73203	207.4	2447.82	309.662	5.80653	1.94719	762.02	48.8541	8.82546	194.668	33.7	9.22341	75.8	10
12	273	2.98093	-99.3655	2.63366	970.996	4.41486	0.815248	188.489	0.230987	3.06373	204.876	4.76897	33.9673	25.2	1773.83	10.4	50.8088	444.79	46.2	134.8	359.775	2.69749	204.174	2416.33	308.729	5.76154	1.88899	752.548	47.0069	8.94496	226.947	33.7	8.95361	75.8	10
12	274	2.98093	-269.891	2.70841	969.55	4.59354	-2.87411	193.438	0.230987	3.07198	196.646	4.74607	34.3985	25.2	1676.14	10.4	44.4915	446.597	46.2	132.186	356.405	2.75915	200.724	2451.58	298.221	5.83252	1.79002	745.18	48.9044	9.36146	285.145	33.7	8.64065	75.8	10
12	275	2.98093	-266.11	2.54035	967.081	4.5783	-3.27757	202.659	0.230987	3.00364	206.787	4.90935	34.7021	25.2	1809.14	10.4	54.0183	450.775	46.2	121.521	365.249	2.77276	198.39	2422.68	308.436	5.77858	1.8518	758.801	46.4128	8.95186	293.578	33.7	7.47432	75.8	10
12	276	2.98093	-306.569	2.52717	976.97	4.49902	-0.434455	187.336	0.230987	2.9973	198.159	4.76866	34.8444	25.2	1953.44	10.4	58.8354	448.435	46.2	130.389	364.18	2.78859	203.484	2425.18	326.614	5.78848	1.71336	774.844	47.2157	9.40691	291.62	33.7	7.62763	75.8	10
12	277	2.98093	-431.156	2.52395	992.188	4.50952	-4.09547	198.712	0.230987	2.9502	192.514	4.66343	33.1485	25.2	1980.2	10.4	56.6647	441.762	46.2	123.523	353.351	2.82451	196.984	2418.17	315.377	5.7737	1.69214	757.614	50.9234	9.77695	319.83	33.7	8.1576	75.8	10
12	278	2.98093	-402.732	2.57204	970.241	4.52776	0.380808	191.71	0.230987	3.0272	189.828	4.9133	33.1881	25.2	1986.36	10.4	62.7419	424.983	46.2	123.91	347.956	2.83739	196.105	2428.3	329.688	5.86507	1.82504	754.657	52.8367	9.8274	326.698	33.7	8.15617	75.8	10
12	279	2.98093	-268.746	2.40465	1020.21	4.41939	-12.5444	176.782	0.230987	3.02509	183.47	5.03077	33.8041	25.2	2057.2	10.4	68.3759	445.429	46.2	113.656	354.554	2.76097	194.241	2397.79	313.89	5.78825	1.80021	758.962	50.3441	9.94507	276.75	33.7	7.40224	75.8	10
12	280	3.0438	-279.98	2.55334	970.015	4.65055	-6.28906	160.81	-0.0248244	3.00195	173.159	4.96977	34.2799	25.2	2064.61	10.4	68.8563	423.35	46.2	110.505	351.235	2.78658	198.288	2332.07	311.052	5.7894	1.79441	734.217	50.4063	10.1766	267.481	33.7	8.18222	75.8	10
12	281	3.0438	-351.024	2.65285	947.522	4.49191	-3.60673	156.647	-0.0248244	2.95672	179.202	4.97938	33.3842	25.2	1960.14	10.4	70.5425	422.892	46.2	99.7284	358.134	2.81935	199.454	2383.59	294.398	5.77497	1.86701	718.166	51.3637	10.0163	285.328	33.7	8.55978	75.8	10
12	282	3.0438	-321.598	2.62807	901.336	4.53649	4.34923	145.065	-0.0248244	2.99963	178.422	4.92642	34.314	25.2	1959.6	10.4	79.9375	413.022	46.2	105.267	364.484	2.76509	204.475	2344.05	307.09	5.76308	1.78279	719.975	50.9943	9.49574	267.469	33.7	9.0612	75.8	10
